NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
4860,둠둠,정원희,(주)이스트게이트컴퍼니,,(주)영화사 진진,2022-09-,개봉영화,장편,한국,74,,,,,드라마,15세이상관람가,독립/예술영화
4861,드래곤볼 슈퍼: 슈퍼 히어로,코다마 테츠로,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-09-,개봉영화,장편,일본,360,,,,,애니메이션,12세이상관람가,일반영화
4862,람메르무어의 루치아,,,,(주) 인스터 글로벌,2022-09-,개봉영화,장편,미국,6,,209,,171,공연,15세이상관람가,일반영화
4863,로보카폴리 안전교실 교통편,엄준영,(주)로이비쥬얼,,(주)로이비쥬얼,2022-09-,개봉영화,장편,한국,16,,,0,0,애니메이션,전체관람가,일반영화
4864,막장 부부,음라나,(주)메이크아트,,(주)나우콘텐츠,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4865,며느리 아오이의 육체알바,디렉터 O,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4866,며느리의 다리사이,사쿠라비토,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4867,몸 달은 아내를 채워준 아저씨,소준희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4868,물 많은 아줌마의 비밀,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4869,물방울을 그리는 남자,"김오안,브리짓 부이요",(주)미루픽처스,,(주)영화사 진진,2022-09-,개봉영화,장편,한국,47,,,,,다큐멘터리,전체관람가,독립/예술영화
4870,미션 투 베를린,칼럼 번,,,(주)제이에이와이이엔터테인먼트,2022-09-,개봉영화,장편,영국,5,,100,,20,전쟁,12세이상관람가,독립/예술영화
4871,배틀 오브 머신,크리스토퍼 해튼,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2022-09-,개봉영화,장편,미국,2,,2,0,0,액션,청소년관람불가,일반영화
4872,벽혈금의위,,,,초코필름,2022-09-,개봉영화,장편,중국,5,,100,,20,액션,15세이상관람가,독립/예술영화
4873,부부 교환,장권,(주)메이크아트,,(주)나우콘텐츠,2022-09-,개봉영화,장편,한국,1,,20,0,0,멜로/로맨스,청소년관람불가,일반영화
4874,부장님과 같이 쓰는 아내,사다오카 사다오,,,(주)코빈커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4875,부적: 남의 운을 빼앗는 자,김세성,머지션스토어,,(주)트리플픽쳐스,2022-09-,개봉영화,장편,한국,6,,662,,336,액션,12세이상관람가,독립/예술영화
4876,불륜 계약 옆방 아줌마,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-09-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4877,불륜의 맛이 느껴지는 입술,신혜영,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4878,블랙폰,스콧 데릭슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-09-,개봉영화,장편,미국,495,,,,,공포(호러),15세이상관람가,일반영화
4879,블레이드 퍼피 워리어,"마크 쿠치어,롭 민코프,크리스 베일리",,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-,개봉영화,장편,미국,5,,100,0,0,애니메이션,전체관람가,일반영화
4880,블레이즈,에단 호크,,주식회사 더쿱,주식회사 더쿱,2022-09-,개봉영화,장편,미국,5,,203,,181,멜로/로맨스,15세이상관람가,독립/예술영화
4881,비스트,발타자르 코루마쿠르,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-09-,개봉영화,장편,미국,42,,,,,공포(호러),12세이상관람가,일반영화
4882,사랑하는 남편을 위한 불륜,카와이 조지,,,(주)씨맥스커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4883,사이판 로맨스 섹스본능,이시영,(주)룬컴퍼니,,(주)룬컴퍼니,2022-09-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4884,새엄마:동정은 못참아,토미죠 타로,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4885,새엄마는 잘빠는 체질,모소조쿠,,,(주)가온콘텐츠,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4886,새엄마와 두 의붓아들의 사정,사쿠라비토,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4887,새엄마의 뜨거운 사정,반 타로,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4888,새엄마의 성교육:아빠에겐 비밀이야,사노 B사쿠,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4889,서로 넣어달라 애원하는 여자들,소준희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4890,성덕,오세연,해랑사,,오드,2022-09-,개봉영화,장편,한국,60,,,,,다큐멘터리,12세이상관람가,독립/예술영화
4891,성적표의 김민영,"이재은,임지선",탁구필름,,(주)엣나인필름,2022-09-,개봉영화,장편,한국,48,,,,,드라마,전체관람가,독립/예술영화
4892,수호지-귀족영웅 노준의,류신의,,스크린조이,스크린조이,2022-09-,개봉영화,장편,중국,2,,2,0,0,액션,15세이상관람가,일반영화
4893,숙모관계,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-09-,개봉영화,장편,한국,5,,5,0,0,멜로/로맨스,청소년관람불가,일반영화
4894,쌍화점,,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2022-09-,개봉영화,장편,중국,5,,100,,20,드라마,15세이상관람가,독립/예술영화
4895,썬더버드,이재원,한국영화아카데미,,(주)트리플픽쳐스,2022-09-,개봉영화,장편,한국,99,,,,,드라마,15세이상관람가,독립/예술영화
4896,아내의 신음소리:내 아내와 해주세요,나가에 타카미,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4897,아바타 리마스터링,제임스 카메론,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-09-,개봉영화,장편,미국,285,,,,,SF,12세이상관람가,일반영화
4898,아이의 노랫소리를 들려줘,요시우라 야스히로,,미라지엔터테인먼트,(주)라이크콘텐츠,2022-09-,개봉영화,장편,일본,106,,,,,애니메이션,12세이상관람가,독립/예술영화
4899,안방으로 찾아가는 출장남,김혜원,영화사 레드카펫,,주식회사 루믹스미디어,2022-09-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4900,암스테르담 바이스,아르네 투넨,,(주)씨네마블랙,(주)씨네마블랙,2022-09-,개봉영화,장편,네덜란드,5,,120,,20,액션,15세이상관람가,독립/예술영화
4901,애인교환커플섹스,김레이,스마일컨텐츠,,스마일컨텐츠,2022-09-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4902,애프터: 에버 해피,캐스틸 랜던,,판씨네마(주),판씨네마(주),2022-09-,개봉영화,장편,미국,128,,,,,멜로/로맨스,15세이상관람가,일반영화
4903,야한 세 친구,장권,(주)메이크아트,,(주)나우콘텐츠,2022-09-,개봉영화,장편,한국,1,,20,0,0,멜로/로맨스,청소년관람불가,일반영화
4904,어두운 극장 부인의 은밀한 취미,,,,(주)씨맥스커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4905,"어쩌다 공주, 닭냥이 왕자를 부탁해!",줄리앙 프루네,,찬란,(주)팝엔터테인먼트,2022-09-,개봉영화,장편,프랑스,306,,,,,애니메이션,전체관람가,독립/예술영화
4906,여교사의 수유 연습,빈센트 갸루,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4907,여대생 첫경험,하주현,주식회사 루믹스미디어,,주식회사 루믹스미디어,2022-09-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4908,여사친 정복하기,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-09-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4909,여직원 돌려먹기,음라나,(주)메이크아트,,(주)메이크아트,2022-09-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4910,연애 초보 여동생과 섹스한 오빠,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4911,열화옥문,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-09-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4912,열화옥문 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-09-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4913,옆집 노인에게 조련당한 새댁,이누가미료,,,(주)콘텐츠윙,2022-09-,개봉영화,장편,일본,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4914,예리의 첫경험 무삭제,신승엽,(주)영화사가을,,(주)영화사가을,2022-09-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4915,오! 마이 고스트,홍태선,"한국영상대학교,필름에이픽쳐스,주식회사 제이씨엔터웍스",,"(주)디스테이션,주식회사 제이씨엔터웍스",2022-09-,개봉영화,장편,한국,283,,,,,코미디,15세이상관람가,독립/예술영화
4916,오피스 언니들,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4917,용서 없는 심판,니쿠손,,,(주)씨맥스커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4918,우리가 말하지 않은 것,이시이 유야,,(주)디오시네마,(주)디오시네마,2022-09-,개봉영화,장편,일본,31,,964,,580,드라마,15세이상관람가,독립/예술영화
4919,월세 내는 아내의 가랑이,미시마 로쿠사부로,,,(주)코빈커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4920,육덕가정부의 색다른 봉사,호소카와 켄,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4921,육덕녀의 영업일기 무삭제판,나기라 겐조,,,(주)가온콘텐츠,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4922,이모에게 저지른 날,모소조쿠,,,(주)가온콘텐츠,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4923,이웃집 세 여자의 맛,김모리,주식회사 루믹스미디어,,주식회사 루믹스미디어,2022-09-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4924,인생은 뷰티풀: 비타돌체,"김선형,오윤동",씨제이포디플렉스 주식회사,,"씨제이 씨지브이(CJ CGV)(주),씨제이포디플렉스 주식회사",2022-09-,개봉영화,장편,한국,107,,,,,다큐멘터리,전체관람가,일반영화
4925,인생은 아름다워,최국희,더램프(주),,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-,개봉영화,장편,한국,,,,,,뮤지컬,12세이상관람가,일반영화
4926,일주일간 매일 그 시간,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4927,자드 - 왓 어 뷰티풀 모먼트 투어,,,,씨제이 씨지브이(CJ CGV)(주),2022-09-,개봉영화,장편,일본,10,,938,,620,공연,전체관람가,일반영화
4928,자매 펜션 : 펜션 맛집,김레이,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4929,잘 안 벌려주는 신입 여직원,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4930,장모:딸보다 내가 잘하지?,오가타 킨,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4931,장모와 사위의 뜨거운 사정,오가타 킨,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4932,적인걸: 음양사,,,,초코필름,2022-09-,개봉영화,장편,카자흐스탄,5,,100,,20,액션,15세이상관람가,독립/예술영화
4933,젊음에 잠식당한 유부녀,카와이 조지,,,(주)씨맥스커뮤니케이션즈,2022-09-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4934,정직한 후보2,장유정,"(주)수필름,(주)홍필름",,(주)넥스트엔터테인먼트월드(NEW),2022-09-,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화
4935,젖은 음란 여선배,사다오카 사다오,,,에스팀,2022-09-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4936,주연,송원준,영화사 퐑,,(주)마노엔터테인먼트,2022-09-,개봉영화,장편,한국,20,,363,,302,드라마,12세이상관람가,독립/예술영화
4937,죽여주는 여자,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-09-,개봉영화,장편,한국,5,,5,0,0,멜로/로맨스,청소년관람불가,일반영화
4938,중고마켓 : 쎅파 구하기,민정현,(주)영화사가을,,(주)영화사가을,2022-09-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
4939,쥬라기캅스 극장판: 공룡시대 대모험,김호락,(주)스튜디오버튼,,메가박스중앙(주)플러스엠,2022-09-,개봉영화,장편,한국,453,,,,,애니메이션,전체관람가,일반영화
4940,질펀한 유부녀들:남자로 만들어줄게,빈센트 갸루,,,(주)영진크리에이티브,2022-09-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
4941,처음인데 너무 아프게 하지 마,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4942,처제에게 먹혀버린 형부,K.C. 타케다,,,(주)콘텐츠윙,2022-09-,개봉영화,장편,일본,1,,20,,20,성인물(에로),청소년관람불가,일반영화
4943,친구 여친 꼬셔 몰래 삽입,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
4944,친구부부와 2대2,조상훈,(주)영화사가을,,(주)영화사가을,2022-09-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
