NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
818,톰보이,셀린 시아마,,(주)블루라벨픽쳐스,(주)영화특별시에스엠씨,20200514,개봉영화,장편,프랑스,361,268477620,29879,162943780,17293,드라마,12세이상관람가,독립/예술영화
819,파도를 걷는 소년,최창환,(주)컬쳐플랫폼,,매치컷(주),20200514,개봉영화,장편,한국,25,7954220,943,4837220,518,드라마,15세이상관람가,독립/예술영화
820,하이큐!! 또 다른 도전,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)삼백상회,20200514,개봉영화,장편,일본,142,69455900,8464,16421500,1832,애니메이션,12세이상관람가,일반영화
821,해피 해피 레스토랑,후카가와 요시히로,,찬란,찬란,20200514,개봉영화,장편,일본,24,7940120,1009,6675800,855,가족,전체관람가,독립/예술영화
822,가슴 큰 가인,이동준,미라클필름,,케이엘 픽쳐스,20200515,개봉영화,장편,한국,20,342000,51,70000,6,멜로/로맨스,청소년관람불가,일반영화
823,노래방 : 화끈한 여자들 2 무삭제,이민우,(주)영화사가을,,(주)영화사가을,20200515,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
824,부부교환의 목적2,김석만,이야픽쳐스,,(주)로드하우스,20200515,개봉영화,장편,한국,20,102000,20,2000,1,멜로/로맨스,청소년관람불가,일반영화
825,엄마의 유혹 2 무삭제,김민우,(주)영화사가을,,(주)영화사가을,20200515,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
826,뜨거운 유부녀들 무삭제판,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,20200516,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
827,상대 가리지 않는 유부녀 무삭제판,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,20200516,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
828,새엄마:뜨거운 목욕시간,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,20200516,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
829,정사:며느리의 신음소리,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200516,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
830,제 아내를 만족시켜주세요,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,20200517,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
831,후배아내:남편보다 우람해,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,20200517,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
832,아랑의은밀한성감대,성기만,스마일컨텐츠,,스마일컨텐츠,20200518,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
833,아내와 내 친구들-무삭제,최재후,(주)나우콘텐츠,,(주)나우콘텐츠,20200519,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
834,아내의 남자들,히로아키,,(주)플라이어,(주)플라이어,20200519,개봉영화,장편,일본,1,2000,1,0,0,드라마,청소년관람불가,일반영화
835,젊은 새엄마의 속사정,잠파,,(주)플라이어,(주)플라이어,20200519,개봉영화,장편,일본,1,2000,1,0,0,드라마,청소년관람불가,일반영화
836,처제의 비밀-무삭제,최재후,(주)나우콘텐츠,,(주)나우콘텐츠,20200519,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
837,관전녀 - 무삭제판,계장혁,모히또필름,,(주)컨텐츠 빌리지,20200520,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
838,그녀와의 스와핑,신효성,(주)케이알씨지,,(주)케이알씨지,20200520,개봉영화,장편,한국,19,355000,79,303000,62,성인물(에로),청소년관람불가,일반영화
839,금기를 깨트린 여자들,,,(주)더그레이트컴퍼니,(주)더그레이트컴퍼니,20200520,개봉영화,장편,스페인,1,5000,1,0,0,공포(호러),청소년관람불가,일반영화
840,라스트 풀 메저,토드 로빈슨,,씨네쿼넌 픽쳐스,(주)삼백상회,20200520,개봉영화,장편,미국,333,88807180,11223,27852360,3532,드라마,15세이상관람가,독립/예술영화
841,루키스,원금린,,주식회사 더쿱,"주식회사 더쿱,(주)영화특별시에스엠씨",20200520,개봉영화,장편,중국,277,47805080,5761,13587800,1598,액션,15세이상관람가,일반영화
842,머피와 샐리의 법칙,김문옥,"시네마테크 충무로,스마일픽쳐스",,에이 라이프,20200520,개봉영화,장편,한국,1,212000,106,212000,106,코미디,12세이상관람가,일반영화
843,메탈리카와 샌프란시스코 심포니,,,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,20200520,개봉영화,장편,미국,41,27194000,1534,11606000,653,공연,12세이상관람가,일반영화
844,브레이크,,,주식회사 콘텐츠플레이,주식회사 콘텐츠플레이,20200520,개봉영화,장편,러시아,5,1500000,300,0,0,스릴러,15세이상관람가,독립/예술영화
845,소림절세귀동 - 천하곡술,황송,,(유)조이앤시네마,(유)조이앤시네마,20200520,개봉영화,장편,홍콩,4,17000,17,0,0,액션,15세이상관람가,독립/예술영화
846,아르코라이브 의자 고치는 여인,,한국문화예술위원회,,(주)아이디어랩,20200520,개봉영화,장편,한국,6,1205500,102,1029500,86,공연,12세이상관람가,일반영화
847,어린 누나 4 - 무삭제판,김태수,너바나 필름,,(주)컨텐츠 빌리지,20200520,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
848,조쉬 그로반: 브리지스 뉴욕 매디슨스퀘어가든 콘서트,,,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,20200520,개봉영화,장편,영국,20,6988500,395,2947000,165,공연,전체관람가,일반영화
849,처제의 일기 - 무삭제판,정진호,모히또필름,,(주)컨텐츠 빌리지,20200520,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
850,카페 벨에포크,니콜라스 베도스,,(주)이수C&E,(주)이수C&E,20200520,개봉영화,장편,프랑스,463,549455880,65975,268690840,32387,코미디,15세이상관람가,독립/예술영화
851,나는보리,김진유,파도,,(주)영화사 진진,20200521,개봉영화,장편,한국,158,83320360,11579,47516440,6321,가족,전체관람가,독립/예술영화
852,루팡 3세: 더 퍼스트,야마자키 타카시,,라인프렌즈(주),(주)넥스트엔터테인먼트월드(NEW),20200521,개봉영화,장편,일본,132,80053500,10859,29504500,4898,애니메이션,전체관람가,일반영화
853,블러드샷,데이브 윌슨,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20200521,개봉영화,장편,미국,8,13568000,1806,8676000,1212,액션,15세이상관람가,일반영화
854,비홀드 마이 하트,조슈아 레오나드,,(주)달빛공장,(주)디오시네마,20200521,개봉영화,장편,미국,47,10467300,1240,7731480,911,드라마,12세이상관람가,독립/예술영화
855,새엄마와의 뜨거운 여행,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,20200521,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
856,시아버지의 여자-무삭제판,오자키 히로코우지,,(주)플라이어,(주)플라이어,20200521,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
857,야한 첫경험:남편 앞에서 간통,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,20200521,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
858,화끈한 처제의 맛,김레이,P&미디어,,P&미디어,20200521,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
859,가슴 큰 울 엄마 2,이동준,미라클필름,,케이엘 픽쳐스,20200522,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
860,싸움의 기술 2,김희성,(주)영화사 사계절,,(주)영화사 사계절,20200522,개봉영화,장편,한국,1,6000,1,0,0,액션,청소년관람불가,일반영화
861,동거 : 착한 처제 무삭제,김환,(주)영화사가을,,(주)영화사가을,20200526,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
862,베이글녀의 진지한 데이트,,,(주)빅콘미디어,(주)빅콘미디어,20200526,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
863,여대생의 AV 데뷔기 2,,,(주)빅콘미디어,(주)빅콘미디어,20200526,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
864,이웃의 아내,아론 하비,,(주)제이브로,(주)제이브로,20200526,개봉영화,장편,미국,10,2000000,400,0,0,스릴러,15세이상관람가,독립/예술영화
865,핫바디,잠파,,(주)플라이어,(주)플라이어,20200526,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
866,형수 : 금지된 사랑 무삭제,김진우,(주)영화사가을,,(주)영화사가을,20200526,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
867,가슴 큰 뒷집소녀,이동준,케이엘 픽쳐스,,케이엘 픽쳐스,20200527,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
868,그집,,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",20200527,개봉영화,장편,스페인,392,238258460,28707,53073520,6562,공포(호러),15세이상관람가,독립/예술영화
869,딸의 일기 - 무삭제판,계장혁,모히또필름,,(주)컨텐츠 빌리지,20200527,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
870,미스비헤이비어,필립파 로소프,,판씨네마(주),판씨네마(주),20200527,개봉영화,장편,영국,378,234421860,28884,106700360,12991,드라마,15세이상관람가,독립/예술영화
871,싸커 퀸즈,모하메드 하미디,,(주)스톰픽쳐스코리아,와이드 릴리즈(주),20200527,개봉영화,장편,프랑스,57,11932580,1524,8375740,1075,코미디,12세이상관람가,독립/예술영화
872,아홉 스님,윤성준,"(주)퍼스트런,우주레이블",,"(주)퍼스트런,(주)키다리이엔티",20200527,개봉영화,장편,한국,141,137625200,22330,70632000,13607,드라마,전체관람가,독립/예술영화
873,"안녕, 미누",지혜원,바른미디어,,"영화사 풀,(주)영화사 친구",20200527,개봉영화,장편,한국,25,22966500,2850,16308000,2020,다큐멘터리,12세이상관람가,독립/예술영화
874,언더워터,윌리엄 유뱅크,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20200527,개봉영화,장편,미국,594,937112800,109207,259889160,29571,스릴러,15세이상관람가,일반영화
875,왕게임,정도수,유한회사 영화사 반딧불,,유한회사 영화사 반딧불,20200527,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
876,자매의 이웃,김석만,(주)로드하우스,,(주)로드하우스,20200527,개봉영화,장편,한국,20,102000,20,2000,1,멜로/로맨스,청소년관람불가,일반영화
877,"조금씩, 천천히 안녕",나카노 료타,,(주)엔케이컨텐츠,(주)디스테이션,20200527,개봉영화,장편,일본,166,47781320,5960,30070560,3738,가족,전체관람가,독립/예술영화
878,초미의 관심사,남연우,(주) 레진스튜디오,,(주)트리플픽쳐스,20200527,개봉영화,장편,한국,380,128698360,16137,48236840,5682,드라마,15세이상관람가,독립/예술영화
879,가자 장미여관으로 4,최우성,컨텐츠레드,,(주)컨텐츠 빌리지,20200528,개봉영화,장편,한국,20,650000,138,604000,122,멜로/로맨스,청소년관람불가,일반영화
880,데드워터,,,(주)제이브로,(주)제이브로,20200528,개봉영화,장편,미국,10,2000000,400,0,0,스릴러,15세이상관람가,독립/예술영화
881,런 보이 런,오원재,"(주)라온컴퍼니플러스,(주)오아시스이엔티",,(주)라온컴퍼니플러스,20200528,개봉영화,장편,한국,25,20893740,2956,11386020,1536,드라마,15세이상관람가,일반영화
882,레미: 집 없는 아이,앙트완 블로시에르,,(주)에스와이코마드,(주)팝엔터테인먼트,20200528,개봉영화,장편,프랑스,168,33242380,4160,14916560,1875,가족,전체관람가,독립/예술영화
883,오빠는 음식은 가려도 여자는 안가려,정미나,(주)담화,,(주)담화,20200528,개봉영화,장편,한국,1,300000,60,300000,60,성인물(에로),청소년관람불가,일반영화
884,좋은 여자,전규환,(주)트리필름,,(주)트리필름,20200528,개봉영화,장편,한국,5,1217000,163,968500,125,드라마,청소년관람불가,독립/예술영화
885,초능력소년사건,채수응,주식회사 스튜디오척,,디에이치 컴퍼니,20200528,개봉영화,장편,중국,12,5305920,580,4932420,520,드라마,12세이상관람가,독립/예술영화
886,가슴 큰 옆집 소녀,이동준,미라클필름,,케이엘 픽쳐스,20200529,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
887,국도극장,전지희,명필름랩,,명필름랩,20200529,개봉영화,장편,한국,7,2581000,337,1401000,171,드라마,12세이상관람가,독립/예술영화
888,국도극장: 감독판,전지희,명필름랩,,명필름랩,20200529,개봉영화,장편,한국,1,9046000,1106,6305000,700,드라마,12세이상관람가,독립/예술영화
889,나쁜섹스:아들의 여자,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200529,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
890,배달노출2 : 초대남과 좋아죽는 와이프,공자관,밀크픽처스,,밀크픽처스,20200529,개봉영화,장편,한국,20,653000,138,604000,122,성인물(에로),청소년관람불가,일반영화
891,새엄마의 욕망,이동준,(주)영진크리에이티브,,(주)영진크리에이티브,20200529,개봉영화,장편,한국,20,109000,20,0,0,멜로/로맨스,청소년관람불가,일반영화
892,아내를 부탁해:남편 앞에서 즐기다,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,20200529,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
893,이모의유혹3,원명준,스마일컨텐츠,,스마일컨텐츠,20200529,개봉영화,장편,한국,20,946000,169,669000,125,멜로/로맨스,청소년관람불가,일반영화
894,피델리오,,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,20200531,개봉영화,장편,독일,7,11230800,455,8194300,330,공연,전체관람가,일반영화
895,스와핑 : 선배의 아내,한대위,(주)영화사가을,,(주)영화사가을,20200601,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
896,사랑의 묘약,,,일미디어,일미디어,20200602,개봉영화,장편,이탈리아,5,8740000,319,6784500,229,공연,12세이상관람가,일반영화
897,세 여자,왕지방,(주)나우콘텐츠,,(주)나우콘텐츠,20200602,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
898,숨도 못 쉬게 깊이 들어온 동창,,,주식회사 플릭스코,주식회사 플릭스코,20200602,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
899,컬트 걸,,,주식회사 플릭스코,주식회사 플릭스코,20200602,개봉영화,장편,미국,1,6000,1,0,0,공포(호러),청소년관람불가,일반영화
900,페이건 워리어,루이자 워렌,,주식회사 플릭스코,주식회사 플릭스코,20200602,개봉영화,장편,미국,1,6000,1,0,0,액션,청소년관람불가,일반영화
901,가슴 큰 앞집 소녀,이동준,미라클필름,,케이엘 픽쳐스,20200603,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
902,가슴 큰 처제-무삭제판,이동준,미라클필름,,케이엘 픽쳐스,20200603,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
903,로그 워페어 2 더 헌트,마이크 건서,,주식회사 풍경소리,주식회사 풍경소리,20200603,개봉영화,장편,미국,1,1000,1,0,0,전쟁,15세이상관람가,일반영화
904,어린여동생2-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,20200603,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
905,카르멘,,,에스디시코리아 주식회사,에스디시코리아 주식회사,20200603,개봉영화,장편,영국,6,820000,37,482000,20,공연,12세이상관람가,일반영화
906,슈퍼스타 뚜루,,,,(주)박수엔터테인먼트,20200604,개봉영화,장편,스페인,300,101306020,13146,9159220,1065,뮤지컬,전체관람가,일반영화
907,침입자,손원평,(주)비에이엔터테인먼트,,(주)에이스메이커무비웍스,20200604,개봉영화,장편,한국,1365,4806314000,531212,1029368660,110923,미스터리,15세이상관람가,일반영화
908,카메론 포스트의 잘못된 교육,데지레 아카반,,"발진 인터네셔널,주식회사 더쿱",(주)팝엔터테인먼트,20200604,개봉영화,장편,미국,108,31208020,3541,18353580,2063,드라마,15세이상관람가,독립/예술영화
909,프랑스여자,김희정,(주)인벤트스톤,,"(주)디스테이션,롯데컬처웍스(주)롯데엔터테인먼트",20200604,개봉영화,장편,한국,244,129230400,18106,51825160,6765,드라마,15세이상관람가,독립/예술영화
910,내 상사의 부인,김레이,P&미디어,,P&미디어,20200605,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
911,노골적인 폭유녀의 노브라공격,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200605,개봉영화,장편,일본,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
912,방콕 어린형수,신효성,(주)케이알씨지,,(주)케이알씨지,20200605,개봉영화,장편,한국,20,60000,20,3000,2,성인물(에로),청소년관람불가,일반영화
913,새엄마의 극락목욕탕,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200605,개봉영화,장편,일본,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
914,숫처녀 같은 엄마친구,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200605,개봉영화,장편,일본,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
915,애원하는 유부녀,천성준,(주)케이피에이기획,,(주)케이피에이기획,20200605,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
916,여상사와 단둘이 출장온 호텔,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200605,개봉영화,장편,일본,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
917,여자 동창들 : 친구 오빠와 섹스한 날,최민현,(주)영화사가을,,(주)영화사가을,20200605,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
918,음란착각 에미리짱- 성감첵크,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,20200605,개봉영화,장편,일본,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
919,웨이크필드 프로젝트,,,(주)영화사 안다미로,(주)영화사 안다미로,20200608,개봉영화,장편,미국,1,1000,1,0,0,공포(호러),15세이상관람가,일반영화
920,정사: 미친 사랑,,,(주)소나무픽쳐스,(주)소나무픽쳐스,20200608,개봉영화,장편,핀란드,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
921,지구 침공: 컨테이젼,,,(주)영화사 안다미로,(주)영화사 안다미로,20200608,개봉영화,장편,영국,1,1000,1,0,0,SF,15세이상관람가,일반영화
922,태양 대폭발: 지구 최후의 날,,,(주)소나무픽쳐스,(주)소나무픽쳐스,20200608,개봉영화,장편,우크라이나,1,5000,1,0,0,SF,12세이상관람가,일반영화
923,AV 여배우의 직장 체험기,,,(주)빅콘미디어,(주)빅콘미디어,20200609,개봉영화,장편,일본,1,6000,1,0,0,기타,청소년관람불가,일반영화
924,과외선생과 성적의 관계3,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,20200609,개봉영화,장편,일본,1,6000,1,0,0,기타,청소년관람불가,일반영화
925,내 친구의 딸 무삭제,유서준,(주)로드하우스,,(주)로드하우스,20200609,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
926,내연녀,이영인,(주)투모션,,(주)투모션,20200609,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
927,대낮부터 발정난 아내 무삭제판,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,20200609,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
928,뜨거운 며느리,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200609,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
929,마더체인지,,,(주)투모션,(주)투모션,20200609,개봉영화,장편,미국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
930,불륜 삼매경 무삭제판,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,20200609,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
931,시미켄의 촬영 강의,,,(주)빅콘미디어,(주)빅콘미디어,20200609,개봉영화,장편,일본,1,6000,1,0,0,기타,청소년관람불가,일반영화
932,여선생3 무삭제,최성은,(주)영화사히트,,(주)영화사히트,20200609,개봉영화,장편,한국,1,5000,1,0,0,드라마,청소년관람불가,일반영화
933,우리 형수님,최성은,(주)영화사히트,,(주)영화사히트,20200609,개봉영화,장편,한국,1,5000,1,0,0,드라마,청소년관람불가,일반영화
934,은밀한 서비스,핫시이,,(주)빅콘미디어,(주)빅콘미디어,20200609,개봉영화,장편,일본,1,6000,1,0,0,기타,청소년관람불가,일반영화
935,인사불성 취객녀와의 뜨거운 밤,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200609,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
936,한입만,최성은,(주)영화사히트,,(주)영화사히트,20200609,개봉영화,장편,한국,1,5000,1,0,0,드라마,청소년관람불가,일반영화
937,결백,박상현,(주)이디오플랜,,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티",20200610,개봉영화,장편,한국,1112,7858099340,893855,1911700700,217456,드라마,15세이상관람가,일반영화
938,끝내주는 도련님의 물건,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200610,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
939,나의 첫 번째 슈퍼스타,니샤 가나트라,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20200610,개봉영화,장편,미국,462,473919360,53684,189510120,21533,코미디,12세이상관람가,일반영화
940,너는 달밤에 빛나고,츠키카와 쇼,,우성엔터테인먼트,"(주)이수C&E,(주)콘텐츠판다",20200610,개봉영화,장편,일본,178,109578000,12382,39604500,4378,멜로/로맨스,12세이상관람가,독립/예술영화
941,들리나요?,"김봉한,신승환",(주)영화사장춘,,(주)트리플픽쳐스,20200610,개봉영화,장편,한국,103,35911140,3598,15187480,1570,다큐멘터리,전체관람가,독립/예술영화
942,아이즈 온 미 : 더 무비,박재석,씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,20200610,개봉영화,장편,한국,124,506274000,39228,202248500,15630,공연,전체관람가,일반영화
943,에어로너츠,톰 하퍼,,주식회사 더쿱,(주)홈초이스,20200610,개봉영화,장편,영국,534,691188500,79877,284464760,32538,드라마,12세이상관람가,독립/예술영화
944,옆집여자의 술버릇,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200610,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
945,욕망에 눈뜬 여관 아줌마,츠지 코지,,(주)플라이어,(주)플라이어,20200610,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
946,유부녀 집구멍으로 질속배달 택배기사,,,(주)플라이어,(주)플라이어,20200610,개봉영화,장편,일본,1,2000,1,0,0,드라마,청소년관람불가,일반영화
947,음란한 과외 선생님,,,(주)플라이어,(주)플라이어,20200610,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
948,집주인 물건 빨아주는 세탁가정부,,,(주)플라이어,(주)플라이어,20200610,개봉영화,장편,일본,1,2000,1,0,0,드라마,청소년관람불가,일반영화
949,도미노,브라이언 드 팔마,,주식회사 블루필름웍스,(주)영화사 빅,20200611,개봉영화,장편,덴마크,113,24285360,2730,11597360,1293,범죄,15세이상관람가,독립/예술영화
950,레옹 디 오리지널,뤽 베송,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20200611,개봉영화,장편,프랑스,130,76130900,12403,39190480,6359,액션,청소년관람불가,일반영화
951,백년의 기억,피에르 올리비에 프랑수아,,전국예술영화관협회,"전국예술영화관협회,에무 시네마 앤 카페",20200611,개봉영화,장편,프랑스,6,5618500,862,2849000,347,다큐멘터리,전체관람가,독립/예술영화
952,아빠와 딸 그리고 딸의 친구들,이지은,(주)메이크아트,,(주)메이크아트,20200611,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
953,파리 오페라 발레단,"티에리 데마이지에르,알반 테우를라이",,(주)영화사 진진,(주)영화사 진진,20200611,개봉영화,장편,프랑스,18,14287540,1805,10958040,1341,다큐멘터리,전체관람가,독립/예술영화
954,환상의 마로나,안카 다미안,,(주)에이유앤씨,찬란,20200611,개봉영화,장편,프랑스,48,55835960,5892,46609720,4670,애니메이션,전체관람가,독립/예술영화
955,삼촌의 여자들,최민현,(주)영화사가을,,(주)영화사가을,20200612,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
956,시누이의 맛,최정자,주식회사 플릭스코,,주식회사 플릭스코,20200612,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
957,식스센스:속 보이는 여자들,왕지방,(주)메이크아트,,(주)메이크아트,20200612,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
958,싸와디캅 원정섹스,신효성,(주)케이알씨지,,(주)케이알씨지,20200612,개봉영화,장편,한국,19,60000,20,3000,2,성인물(에로),청소년관람불가,일반영화
959,야한 며느리:타고난 명기,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,20200612,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
960,욕구불만 친구엄마,최민현,(주)영화사가을,,(주)영화사가을,20200612,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
961,정사 : 사돈처녀 2,최민현,(주)영화사가을,,(주)영화사가을,20200612,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
962,정사 : 친구엄마와 친구누나,최민현,(주)영화사가을,,(주)영화사가을,20200612,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
963,정사:농익은 새엄마,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,20200612,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
964,내 아내의 엄마 2,최찬호,(주)영화사가을,,(주)영화사가을,20200615,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
965,맨슨 패밀리,앤드류 존스,,(주)영화사 안다미로,(주)영화사 안다미로,20200615,개봉영화,장편,영국,1,29922000,7396,18961000,5395,공포(호러),15세이상관람가,일반영화
966,블러드: 궁금한 이야기,,,(주)영화사 안다미로,(주)영화사 안다미로,20200615,개봉영화,장편,영국,1,842000,818,841000,817,공포(호러),15세이상관람가,일반영화
